시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일,법정동코드,시도명,시군구명,읍면동명
E10,인천광역시교육청,7321041,인천연학초등학교,In-Cheon Yeon-Hak Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22222 ,인천광역시 미추홀구 주승로 20,(학익동/ 연학초등학교),032-873-1591,http://yeonhak.icees.kr/main.do,남여공학,032-873-0564, ,N,해당없음, ,전후기,주간,19830301,19830301,20211216,2817710300,인천광역시,미추홀구,학익동
E10,인천광역시교육청,7341049,인천연화초등학교,Incheon Yonhwa Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21931 ,인천광역시 연수구 원인재로 150,(연수동),032-629-5270,http://www.yonhwa.icees.kr,남여공학,032-812-9895, ,N,해당없음, ,전후기,주간,19950301,19951004,20211216,2818510300,인천광역시,연수구,연수동
E10,인천광역시교육청,7331044,인천영선초등학교,Incheon Yeong-seon Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21323 ,인천광역시 부평구 충선로 293,(삼산동/영선초등학교),032-521-7384,http://iys.icees.kr,남여공학,032-521-7386, ,N,해당없음, ,전후기,주간,20050901,20050901,20211216,2823710500,인천광역시,부평구,삼산동
E10,인천광역시교육청,7321042,인천영종초등학교,Incheon Youngjong Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22406 ,인천광역시 중구 하늘달빛로 133,/ 인천영종초등학교 (중산동),032-627-9880,http://yj.icees.kr/,남여공학,032-746-0998, ,N,해당없음, ,전후기,주간,19200920,19200920,20211216,2811014500,인천광역시,중구,중산동
E10,인천광역시교육청,7321062,인천영종초등학교금산분교장,Incheon GUMSAN ELEMANTARY SCHOOL,초등학교,인천광역시,인천광역시남부교육지원청,공립,22356 ,인천광역시 중구 백운로414번길 63-50,(운북동/ 금산초등학교),032-746-0014,http://yj.icees.kr/,남여공학,032-746-0289, ,N,해당없음, ,전후기,주간,19530413,19530413,20211216,2811014800,인천광역시,중구,운북동
E10,인천광역시교육청,7341288,인천예송초등학교,Incheon Yesong Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,22009 ,인천광역시 연수구 컨벤시아대로252번길 75,(송도동/ 인천예송초등학교),032-458-9160,http://yesong.icees.kr/main.do,남여공학,032-858-7882, ,N,해당없음, ,전후기,주간,20180301,20180501,20211216,2818510600,인천광역시,연수구,송도동
E10,인천광역시교육청,7341050,인천옥련초등학교,Incheon Okryeon Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21950 ,인천광역시 연수구 한진로 30,(옥련동/ 옥련초등학교),032-833-6091,http://okr.icees.kr,남여공학,032-834-1823, ,N,해당없음, ,전후기,주간,19960901,19961007,20211216,2818510100,인천광역시,연수구,옥련동
E10,인천광역시교육청,7361072,인천완정초등학교,Incheon Wanjeong Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22636 ,인천광역시 서구 완정로 99,(마전동/ 완정초등학교),032-569-6984,http://wj.icees.kr,남여공학,032-569-6987, ,N,해당없음, ,전후기,주간,20070901,20070901,20211216,2826011300,인천광역시,서구,마전동
E10,인천광역시교육청,7361013,인천왕길초등학교,Incheon Wanggil  Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22615 ,인천광역시 서구 봉수대로1440번길 20,(왕길동/인천왕길초등학교),032-564-4825,http://wanggil.icees.kr/main.do,남여공학,032-564-4827, ,N,해당없음, ,전후기,주간,20050301,20050301,20211216,2826012000,인천광역시,서구,왕길동
E10,인천광역시교육청,7331045,인천용마초등학교,Incheon Yongma Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21312 ,인천광역시 부평구 세월천로30번길 58,(청천동/ 인천용마초등학교),032-523-2795,http://ym.icees.kr,남여공학,032-523-2799, ,N,해당없음, ,전후기,주간,19990901,19990901,20211216,2823710400,인천광역시,부평구,청천동
E10,인천광역시교육청,7321043,인천용유초등학교,Incheon yongyu elementary school,초등학교,인천광역시,인천광역시남부교육지원청,공립,22384 ,인천광역시 중구 남북로87번길 4,(남북동/ 용유초등학교),032-746-7595,http://yongyu.icees.kr/main.do,남여공학,032-746-7597, ,N,해당없음, ,전후기,주간,19350910,19350910,20211216,2811015000,인천광역시,중구,남북동
E10,인천광역시교육청,7321063,인천용유초등학교무의분교장,Incheon mu ui branch school of the yong yu elementary school,초등학교,인천광역시,인천광역시남부교육지원청,공립,22387 ,인천광역시 중구 대무의로 302-17,(무의동/ 용유초등학교무의분교),032-752-3442, ,남여공학,032-752-3449, ,N,해당없음, ,전후기,주간,19530401,19530401,20211216,2811015200,인천광역시,중구,무의동
E10,인천광역시교육청,7321044,인천용일초등학교,Incheon Yong-Il Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22208 ,인천광역시 미추홀구 인주대로 244,(용현동/ 용일초등학교),032-874-0500,http://yongil.icees.kr,남여공학,032-629-0813, ,N,해당없음, ,전후기,주간,19621105,19621105,20211216,2817710200,인천광역시,미추홀구,용현동
E10,인천광역시교육청,7321045,인천용정초등학교,Incheon YongJung Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22168 ,인천광역시 미추홀구 독정안길 26,(숭의동/ 용정초등학교),032-868-2384,http://inyj.icees.kr/main.do,남여공학,032-876-6133, ,N,해당없음, ,전후기,주간,19730308,19730424,20211216,2817710100,인천광역시,미추홀구,숭의동
E10,인천광역시교육청,7321214,인천용학초등학교,Incheon YONGHAK Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22188 ,인천광역시 미추홀구 용정공원로83번길 9,(용현동/ 인천 용학초등학교),032-627-6300,http://yh.icees.kr,남여공학,032-886-9717, ,N, , ,전기,주간,20160701,20160701,20211216,2817710200,인천광역시,미추홀구,용현동
E10,인천광역시교육청,7321046,인천용현남초등학교,Incheon Yonghyunnam Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22189 ,인천광역시 미추홀구 매소홀로 133,(용현동/ 인천용현남초등학교),032-884-8468,http://yhn.icees.kr/,남여공학,032-881-4124, ,N,해당없음, ,전후기,주간,19850301,19850301,20211216,2817710200,인천광역시,미추홀구,용현동
E10,인천광역시교육청,7321064,인천용현남초등학교자월분교장,Incheon Yonghyunnam Elementary School JaWeol Branch School,초등학교,인천광역시,인천광역시남부교육지원청,공립,23125 ,인천광역시 옹진군 자월면 자월서로 177,(자월면/ 용현남초등학교자월분교),032-831-7419,http://yhn.icees.kr/,남여공학,032-831-7420, ,N,해당없음, ,전후기,주간,19461017,19461017,20211216,2872037021,인천광역시,옹진군,자월면
E10,인천광역시교육청,7321047,인천용현초등학교,Incheon Yonghyun Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22187 ,인천광역시 미추홀구 낙섬동로 83,(용현동/ 용현초등학교),032-629-0679,http://iyh.icees.kr,남여공학,032-884-8160, ,N,해당없음, ,전후기,주간,19531101,19531101,20211216,2817710200,인천광역시,미추홀구,용현동
E10,인천광역시교육청,7321048,인천운남초등학교,Incheon Woonnam Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22372 ,인천광역시 중구 운남서로 38,(운남동/ 운남초등학교),032-746-2190,http://woonnam.icees.kr/,남여공학,032-746-2199, ,N,해당없음, ,전후기,주간,20100301,20100517,20211216,2811014600,인천광역시,중구,운남동
E10,인천광역시교육청,7321049,인천운서초등학교,Incheon Unseo Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22374 ,인천광역시 중구 운서2로 57,(운서동/인천운서초등학교),032-746-5095,http://unseo.icees.kr,남여공학,032-746-2161, ,N,해당없음, ,전후기,주간,19460901,19460901,20211216,2811014700,인천광역시,중구,운서동
E10,인천광역시교육청,7361014,인천원당초등학교,Incheon Wondang Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22681 ,인천광역시 서구 원당대로820번길 16,(당하동/원당초등학교),032-628-8065,http://iwd.icees.kr,남여공학,032-565-7976, ,N,해당없음, ,전후기,주간,20050901,20050901,20211216,2826011400,인천광역시,서구,당하동
E10,인천광역시교육청,7341219,인천원동초등학교,Incheon Wondong Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21675 ,인천광역시 남동구 논고개로 38,(논현동/ 원동초등학교),032-629-7085,http://wondong.icees.kr,남여공학,032-442-7354, ,N,해당없음, ,전후기,주간,20110301,20110301,20211216,2820011000,인천광역시,남동구,논현동
E10,인천광역시교육청,7341051,인천은봉초등학교,Incheon Eunbong Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21659 ,인천광역시 남동구 은봉로312번길 11,/ 은봉초등학교 (논현동),032-446-5395,http://ieb.icees.kr/,남여공학,032-446-5327, ,N,해당없음, ,전후기,주간,20070901,20070901,20211216,2820011000,인천광역시,남동구,논현동
E10,인천광역시교육청,7341304,인천은송초등학교,INCHEON EUNSONG ELEMENTARY SCHOOL,초등학교,인천광역시,인천광역시동부교육지원청,공립,22019 ,인천광역시 연수구 센트럴로 460,(송도동/ 인천은송초등학교),032-510-7510,http://ies.icees.kr,남여공학,032-858-7161, ,N,해당없음, ,전후기,주간,20200301,20200501,20211216,2818510600,인천광역시,연수구,송도동
E10,인천광역시교육청,7361019,인천은지초등학교,Incheon Eunji Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22705 ,인천광역시 서구 승학로572번길 22,/ 인천은지초등학교 (검암동),032-628-7688,http://eunji.icees.kr/,남여공학,032-628-7687, ,N,해당없음, ,전후기,주간,20040901,20040901,20211216,2826010300,인천광역시,서구,검암동
E10,인천광역시교육청,7341052,인천인동초등학교,Incheon Indong Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21518 ,인천광역시 남동구 백범로248번길 38,/ 인천인동초등학교 (만수동),032-629-5780,indong.icees.kr/,남여공학,032-466-6836, ,N,해당없음, ,전후기,주간,20000301,20000301,20211216,2820010300,인천광역시,남동구,만수동
E10,인천광역시교육청,7341053,인천인수초등학교,Incheon Insu Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21528 ,인천광역시 남동구 인수로 3,(만수동/ 인수초등학교),032-461-8906,http://insu.icees.kr/main.do,남여공학,032-461-5260, ,N,해당없음, ,전후기,주간,19880901,19880901,20211216,2820010300,인천광역시,남동구,만수동
E10,인천광역시교육청,7321050,인천인주초등학교,Incheon Inju Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22222 ,인천광역시 미추홀구 매소홀로475번길 53,(학익동/ 인천인주초등학교),032-875-2607,http://inju-i.icees.kr,남여공학,032-875-2602, ,N,해당없음, ,전후기,주간,19990901,19991002,20211216,2817710300,인천광역시,미추홀구,학익동
E10,인천광역시교육청,7331046,인천일신초등학교,Incheon Il Sin Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21422 ,인천광역시 부평구 항동로75번길 36,(일신동/ 인천일신초등학교),032-503-9603,http://ise.icees.kr/main.do,남여공학,032-503-9617, ,N,해당없음, ,전후기,주간,19850901,19850901,20211216,2823710800,인천광역시,부평구,일신동
E10,인천광역시교육청,7361053,인천작동초등학교,Incheon Jakdong Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,21124 ,인천광역시 계양구 까치말로 35,(작전동/ 인천작동초등학교),032-548-0686,http://jakdong.icees.kr/,남여공학,032-551-3295, ,N,해당없음, ,전후기,주간,19930301,19930301,20211216,2824510300,인천광역시,계양구,작전동
E10,인천광역시교육청,7361054,인천작전초등학교,Incheon Jakjeon elementry school,초등학교,인천광역시,인천광역시서부교육지원청,공립,21084 ,인천광역시 계양구 주부토로 456,(작전동/ 인천작전초등학교),032-543-0029,http://jak.icees.kr,남여공학,032-545-4462, ,N,해당없음, ,전후기,주간,19840301,19840301,20211216,2824510300,인천광역시,계양구,작전동
E10,인천광역시교육청,7341054,인천장도초등학교,Incheon jangdo elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21662 ,인천광역시 남동구 포구로 112,(논현동/ 인천장도초등학교),032-446-9781,http://jangdo.icees.kr,남여공학,032-629-6483, ,N,해당없음, ,전후기,주간,20060301,20060501,20211216,2820011000,인천광역시,남동구,논현동
E10,인천광역시교육청,7341270,인천장서초등학교,Incheon Jangseo Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21614 ,인천광역시 남동구 서창남순환로 109,(서창동),032-770-2900,http://iejs.icees.kr,남여공학,032-441-4901, ,N,해당없음, ,전후기,주간,20150901,20151004,20211216,2820010500,인천광역시,남동구,서창동
E10,인천광역시교육청,7341055,인천장수초등학교,Incheon Jang-su elementary school,초등학교,인천광역시,인천광역시동부교육지원청,공립,21541 ,인천광역시 남동구 담방로 121,(만수동),032-463-4279,http://jangsu.icees.kr/main.do,남여공학,032-461-6292, ,N,해당없음, ,전후기,주간,19910301,19910301,20211216,2820010300,인천광역시,남동구,만수동
E10,인천광역시교육청,7341293,인천장아초등학교,Incheon Janga Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21610 ,인천광역시 남동구 서창방산로 93,/ 인천장아초등학교 (서창동),032-770-7000,http://janga.icees.kr/main.do,남여공학,032-465-7088, ,N,해당없음, ,전후기,주간,20190501,20190501,20211216,2820010500,인천광역시,남동구,서창동
E10,인천광역시교육청,7341056,인천정각초등학교,Incheon Jeong Gak Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21562 ,인천광역시 남동구 구월로 228,(구월동/정각초등학교),032-462-7646,http://jge.icees.kr ,남여공학,032-462-8155, ,N,해당없음, ,전후기,주간,20070901,20070901,20211216,2820010100,인천광역시,남동구,구월동
E10,인천광역시교육청,7341057,인천조동초등학교,Incheon Jodong Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21522 ,인천광역시 남동구 백범로124번길 164,(만수동/ 조동초등학교),032-472-3012,http://www.jodong.icees.kr,남여공학,032-472-3015, ,N,해당없음, ,전후기,주간,19870301,19870301,20211216,2820010300,인천광역시,남동구,만수동
E10,인천광역시교육청,7321051,인천주안남초등학교,Incheon Juannam Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22228 ,인천광역시 미추홀구 인주대로434번길 11,(주안동/ 주안남초등학교),032-424-7247,http://juannam.icees.kr/,남여공학,032-438-9662, ,N,해당없음, ,전후기,주간,19840927,19840927,20211216,2817710500,인천광역시,미추홀구,주안동
E10,인천광역시교육청,7321065,인천주안남초등학교승봉분교장,INCHONJUANNAM ELEMENTARY SEUNGBONG BRANCHSCHOOL,초등학교,인천광역시,인천광역시남부교육지원청,공립,23127 ,인천광역시 옹진군 자월면 승봉로67번길 43-18,(자월면/ 인천주안남초등학교승봉분교),032-629-1240,http://juannam.icees.kr/,남여공학,032-831-7424, ,N,해당없음, ,전후기,주간,19460901,19460901,20211216,2872037023,인천광역시,옹진군,자월면
E10,인천광역시교육청,7321052,인천주안북초등학교,Incheon Juanbuk Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22126 ,인천광역시 미추홀구 석정로375번길 14,(주안동/ 인천 주안북초등학교),032-867-3160,http://jab.icees.kr/,남여공학,032-867-8026, ,N,해당없음, ,전후기,주간,19830301,19831029,20211216,2817710500,인천광역시,미추홀구,주안동
E10,인천광역시교육청,7321053,인천주안초등학교,Incheon Juan Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22156 ,인천광역시 미추홀구 남주길69번길 16,(주안동/ 주안초등학교),032-629-0245,http://juan.icees.kr,남여공학,032-438-1405, ,N,해당없음, ,전후기,주간,19340601,19340601,20211216,2817710500,인천광역시,미추홀구,주안동
E10,인천광역시교육청,7341058,인천주원초등학교,Incheon Juwon Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21506 ,인천광역시 남동구 주안로259번길 28,(간석동/ 주원초등학교),032-431-0042,http://juwon.icees.kr/,남여공학,032-431-0043, ,N,해당없음, ,전후기,주간,19790901,19791206,20211216,2820010200,인천광역시,남동구,간석동
E10,인천광역시교육청,7321221,인천중산초등학교,Incheon Joongsan Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22391 ,인천광역시 중구 두미포로 100,/ 인천중산초등학교 (중산동),032-509-3600,http://ijse.icees.kr,남여공학,032-509-3602, ,N, , ,전후기,주간,20190301,20191004,20211216,2811014500,인천광역시,중구,중산동
E10,인천광역시교육청,7341059,인천중앙초등학교,Incheon Jungang elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21933 ,인천광역시 연수구 새말로 153,(연수동/ 중앙초등학교),032-817-8278,http://ija.icees.kr,남여공학,032-817-0097, ,N,해당없음, ,전후기,주간,19711012,19711012,20211216,2818510300,인천광역시,연수구,연수동
E10,인천광역시교육청,7331047,인천진산초등학교,Incheon Jinsan Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21342 ,인천광역시 부평구 굴포로 194-10,(삼산동/ 인천진산초등학교),032-511-3713,http://ijs.icees.kr,남여공학,032-511-3712, ,N,해당없음, ,전후기,주간,20040901,20041004,20211216,2823710500,인천광역시,부평구,삼산동
E10,인천광역시교육청,7361055,인천창신초등학교,Incheon Chang-Shin Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22646 ,인천광역시 서구 고산후로161번길 6,/ 인천창신초등학교 (원당동),032-568-0300,http://cs.icees.kr,남여공학,032-568-0421, ,N,해당없음, ,전후기,주간,19490901,19490901,20211216,2826011500,인천광역시,서구,원당동
E10,인천광역시교육청,7321054,인천창영초등학교,Incheon Changyeong Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22564 ,인천광역시 동구 우각로15번길 16,(창영동/창영초등학교),032-765-4332,http://changyeong.icees.kr/,남여공학,032-764-2348, ,N,해당없음, ,전후기,주간,19070506,19070506,20211216,2814010500,인천광역시,동구,창영동
E10,인천광역시교육청,7361056,인천천마초등학교,Incheon Chunma Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22805 ,인천광역시 서구 서달로 58-5,(석남동),032-571-7395,http://iccm.icees.kr,남여공학,032-571-7292, ,N,해당없음, ,전후기,주간,19890901,19890901,20211216,2826011000,인천광역시,서구,석남동
E10,인천광역시교육청,7341283,인천첨단초등학교,IncheonChumdanElementarySchool,초등학교,인천광역시,인천광역시동부교육지원청,공립,21986 ,인천광역시 연수구 송도교육로 20,/ 인천첨단초등학교 (송도동),032-340-8000,http://cheomdan.icees.kr,남여공학,032-340-8083, ,N,해당없음, ,전후기,주간,20170302,20171002,20211216,2818510600,인천광역시,연수구,송도동
E10,인천광역시교육청,7361073,인천청라초등학교,INCHEON CHEONGNA ELEMENTARY SCHOOL,초등학교,인천광역시,인천광역시서부교육지원청,공립,22735 ,인천광역시 서구 청라에메랄드로 139,(청라동/ 인천청라초등학교),032-569-5910,http://cheongna.icees.kr,남여공학,032-569-5916, ,N,해당없음, ,전후기,주간,20100901,20100901,20211216,2826012200,인천광역시,서구,청라동
E10,인천광역시교육청,7361267,인천청람초등학교,Incheon Cheongram Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22747 ,인천광역시 서구 청라커낼로 336,(청라동/ 인천청람초등학교),032-569-6912,http://cheongram.icees.kr,남여공학,032-569-6918, ,N,해당없음, ,전후기,주간,20130301,20130301,20211216,2826012200,인천광역시,서구,청라동
E10,인천광역시교육청,7341060,인천청량초등학교,Incheon Cheongryang Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21967 ,인천광역시 연수구 먼우금로 158,(동춘동/ 청량초등학교),032-510-6300,http://www.ichr.icees.kr/,남여공학,032-817-6040, ,N,해당없음, ,전후기,주간,19950301,19950301,20211216,2818510500,인천광역시,연수구,동춘동
E10,인천광역시교육청,7361253,인천청일초등학교,Incheon Cheongil Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22764 ,인천광역시 서구 크리스탈로 46,(청라동/ 인천청일초등학교),032-569-5075,http://cheongil.icees.kr,남여공학,032-569-5072, ,N,해당없음, ,전후기,주간,20120901,20121002,20211216,2826012200,인천광역시,서구,청라동
E10,인천광역시교육청,7331048,인천청천초등학교,Incheon Chongcheon Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21303 ,인천광역시 부평구 산청로127번길 12-5,(청천동/ 인천청천초등학교),032-516-2823,http://icce.icees.kr/,남여공학,032-516-2830, ,N,해당없음, ,전후기,주간,19710301,19710301,20211216,2823710400,인천광역시,부평구,청천동
E10,인천광역시교육청,7341061,인천청학초등학교,Incheon Cheonghak Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21915 ,인천광역시 연수구 함박뫼로 25,(청학동/ 청학초등학교),032-629-5265,http://che.icees.kr,남여공학,032-817-6058, ,N,해당없음, ,전후기,주간,19950301,19951002,20211216,2818510400,인천광역시,연수구,청학동
E10,인천광역시교육청,7361313,인천청호초등학교,인천청호초등학교,초등학교,인천광역시,인천광역시서부교육지원청,공립,22693 ,인천광역시 서구,(경서동 596 답 일원),032-456-9100,http://ich.icees.kr,남여공학,032-569-4580, ,N, , ,전기,주간,20210301,20210301,20211216,2826000000,,,
E10,인천광역시교육청,7361246,인천초은초등학교,Incheon Choeun Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22740 ,인천광역시 서구 청라에메랄드로 33,(청라동/ 인천초은초등학교),032-569-3124,http://choeun.icees.kr/,남여공학,032-569-3122, ,N,해당없음, ,전후기,주간,20110301,20110301,20211216,2826012200,인천광역시,서구,청라동
E10,인천광역시교육청,7341062,인천축현초등학교,Incheon Chukhyun Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21941 ,인천광역시 연수구 청량로 176,/ (옥련동/ 축현초등학교) ,032-834-6182,http://ch.icees.kr,남여공학,032-834-8493, ,N,해당없음, ,전후기,주간,19460914,19460914,20211216,2818510100,인천광역시,연수구,옥련동
E10,인천광역시교육청,7321196,인천하늘초등학교,Incheon Haneul Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22390 ,인천광역시 중구 은하수로 294,(중산동/ 영종하늘초등학교),032-745-6700,http://sky.icees.kr/,남여공학,032-745-6710, ,N,해당없음, ,전후기,주간,20130901,20131002,20211216,2811014500,인천광역시,중구,중산동
E10,인천광역시교육청,7331049,인천하정초등학교,Incheon Ha Jeong Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21444 ,인천광역시 부평구 이규보로 14,(십정동/ 인천하정초등학교),032-429-3866,http://hj.icees.kr/,남여공학,032-428-3727, ,N,해당없음, ,전후기,주간,19910221,19910501,20211216,2823710200,인천광역시,부평구,십정동
E10,인천광역시교육청,7321055,인천학산초등학교,Incheon haksan elementary school,초등학교,인천광역시,인천광역시남부교육지원청,공립,22203 ,인천광역시 미추홀구 한나루로357번길 66,(학익동/ 학산초등학교),032-865-7515,http://ihaksan.icees.kr,남여공학,032-865-7520, ,N,해당없음, ,전후기,주간,20080301,20080301,20211216,2817710300,인천광역시,미추홀구,학익동
E10,인천광역시교육청,7321056,인천학익초등학교,Incheon Hagik Elementary School,초등학교,인천광역시,인천광역시남부교육지원청,공립,22211 ,인천광역시 미추홀구 한나루로403번길 122,(학익동/ 학익초등학교),032-629-0430,http://hagik.icees.kr,남여공학,032-865-5795, ,N,해당없음, ,전후기,주간,19390410,19390410,20211216,2817710300,인천광역시,미추홀구,학익동
E10,인천광역시교육청,7331050,인천한길초등학교,Incheon Hangil Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21321 ,인천광역시 부평구 영성중로 32,(삼산동),032-507-4874,http://hangil.icees.kr/main.do,남여공학,032-507-4875, ,N,해당없음, ,전후기,주간,20000901,20001002,20211216,2823710500,인천광역시,부평구,삼산동
E10,인천광역시교육청,7361317,인천한별초등학교,Incheon Hanbyeol Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22859 ,인천광역시 서구 서로3로 201,/ 인천한별초등학교 (아라동),032-453-9000,http://hanbyeol.icees.kr,남여공학,032-569-5627, ,N,해당없음, ,전후기,주간,20210901,20211102,20211216,2826011500,인천광역시,서구,원당동
E10,인천광역시교육청,7341236,인천한빛초등학교,Incheon Hanbit Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21616 ,인천광역시 남동구 서창남순환로 190-28,(서창동),032-471-6433,http://ihb.icees.kr,남여공학,032-471-4892, ,N,해당없음, ,전후기,주간,20120501,20120501,20211216,2820010500,인천광역시,남동구,서창동
E10,인천광역시교육청,7341063,인천함박초등학교,Incheon Hambak Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21922 ,인천광역시 연수구 함박뫼로 87,(연수동/함박초등학교),032-821-0432,http://hambak.icees.kr,남여공학,032-821-0435, ,N,해당없음, ,전후기,주간,19980301,19980301,20211216,2818510300,인천광역시,연수구,연수동
E10,인천광역시교육청,7361315,인천해든초등학교,Incheon Haeden Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22871 ,인천광역시 서구 서로3로 60,(당하동),0324539200,http://haedeun.icees.kr,남여공학,032-569-4934, ,N,해당없음, ,전후기,주간,20210901,20210901,20211216,2826011400,인천광역시,서구,당하동
E10,인천광역시교육청,7361015,인천해서초등학교,Incheon Haeseo Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,21043 ,인천광역시 계양구 계산로 42-1,(계산동/ 해서초등학교),032-556-4370,http://ihs.icees.kr,남여공학,032-556-4377, ,N,해당없음, ,전후기,주간,20050301,20040301,20211216,2824510200,인천광역시,계양구,계산동
E10,인천광역시교육청,7341064,인천해송초등학교,Incheon Haesong Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,22000 ,인천광역시 연수구 인천타워대로54번길 46,/ 인천해송초등학교 (송도동),032-833-0873,http://hse.icees.kr,남여공학,032-833-0942, ,N,해당없음, ,전후기,주간,20070901,20070901,20211216,2818510600,인천광역시,연수구,송도동
E10,인천광역시교육청,7361254,인천해원초등학교,Incheon Haewon Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,22765 ,인천광역시 서구 청라사파이어로140번길 5,(청라동/ 인천해원초등학교),032-560-2213,http://haewon.icees.kr,남여공학,032-560-2219, ,N,해당없음, ,전후기,주간,20120301,20120301,20211216,2826012200,인천광역시,서구,청라동
E10,인천광역시교육청,7341306,인천현송초등학교,Incheon hyunsong elementary school,초등학교,인천광역시,인천광역시동부교육지원청,공립,22026 ,인천광역시 연수구 아카데미로312번길 96,(송도동/ 인천현송초등학교),032-452-8100,http://hyeonsong.icees.kr,남여공학,032-858-8956, ,N, , ,전기,주간,20210301,20210301,20211216,2818510600,인천광역시,연수구,송도동
E10,인천광역시교육청,7361057,인천화전초등학교,Incheon Hwajeon Elementary school,초등학교,인천광역시,인천광역시서부교육지원청,공립,21117 ,인천광역시 계양구 효서로303번길 8,(작전동/ 인천화전초등학교),032-542-6553,http://hwajeon.icees.kr ,남여공학,032-545-1095, ,N,해당없음, ,전후기,주간,19870301,19870301,20211216,2824510300,인천광역시,계양구,작전동
E10,인천광역시교육청,7361058,인천효성남초등학교,Incheon Hyoseongnam Elementary School,초등학교,인천광역시,인천광역시서부교육지원청,공립,21109 ,인천광역시 계양구 새벌로 125,(효성동/효성남초등학교),032-554-0493,http://hsn.icees.kr/,남여공학,032-554-0495, ,N,해당없음, ,전후기,주간,19981001,19981001,20211216,2824510100,인천광역시,계양구,효성동
